model,script_id,domain,order,history_mode,run_id,step,step_type,score,anchor,shift,deviation,step_delta,confidence,explanation_len_words
llama3_1_8b,C07,collective,forward,no_history,1,C3,commitment,-1,-1,0,0,0,80,36
llama3_1_8b,C07,collective,forward,no_history,1,C4,commitment,-1,-1,0,0,0,80,37
llama3_1_8b,C07,collective,forward,no_history,2,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C07,collective,forward,no_history,2,C1,commitment,-1,-1,0,0,0,80,34
llama3_1_8b,C07,collective,forward,no_history,2,C2,commitment,-1,-1,0,0,0,80,34
llama3_1_8b,C07,collective,forward,no_history,2,C3,commitment,-1,-1,0,0,0,80,36
llama3_1_8b,C07,collective,forward,no_history,2,C4,commitment,-1,-1,0,0,0,80,37
llama3_1_8b,C07,collective,reverse,history,1,C4,commitment,-1,-1,0,0,0,80,37
llama3_1_8b,C07,collective,reverse,history,1,C3,commitment,-1,-1,0,0,0,85,26
llama3_1_8b,C07,collective,reverse,history,1,C2,commitment,-1,-1,0,0,0,80,26
llama3_1_8b,C07,collective,reverse,history,1,C1,commitment,-1,-1,0,0,0,85,26
llama3_1_8b,C07,collective,reverse,history,1,R,rule,-1,-1,0,0,0,90,28
llama3_1_8b,C07,collective,reverse,history,2,C4,commitment,-1,-1,0,0,0,80,37
llama3_1_8b,C07,collective,reverse,history,2,C3,commitment,-1,-1,0,0,0,85,26
llama3_1_8b,C07,collective,reverse,history,2,C2,commitment,-1,-1,0,0,0,80,26
llama3_1_8b,C07,collective,reverse,history,2,C1,commitment,-1,-1,0,0,0,85,26
llama3_1_8b,C07,collective,reverse,history,2,R,rule,-1,-1,0,0,0,90,28
llama3_1_8b,C07,collective,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,80,37
llama3_1_8b,C07,collective,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,80,36
llama3_1_8b,C07,collective,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,80,34
llama3_1_8b,C07,collective,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,80,34
llama3_1_8b,C07,collective,reverse,no_history,1,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C07,collective,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,80,37
llama3_1_8b,C07,collective,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,80,36
llama3_1_8b,C07,collective,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,80,34
llama3_1_8b,C07,collective,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,80,34
llama3_1_8b,C07,collective,reverse,no_history,2,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,1,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,1,C1,commitment,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,1,C2,commitment,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,1,C3,commitment,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,1,C4,commitment,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,2,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,2,C1,commitment,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,2,C2,commitment,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,2,C3,commitment,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,history,2,C4,commitment,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,no_history,1,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,no_history,1,C1,commitment,-1,-1,0,0,0,80,25
llama3_1_8b,C08,collective,forward,no_history,1,C2,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,forward,no_history,1,C3,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,forward,no_history,1,C4,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,forward,no_history,2,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,forward,no_history,2,C1,commitment,-1,-1,0,0,0,80,25
llama3_1_8b,C08,collective,forward,no_history,2,C2,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,forward,no_history,2,C3,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,forward,no_history,2,C4,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,history,1,C4,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,history,1,C3,commitment,-1,-1,0,0,0,85,26
llama3_1_8b,C08,collective,reverse,history,1,C2,commitment,-1,-1,0,0,0,80,26
llama3_1_8b,C08,collective,reverse,history,1,C1,commitment,-1,-1,0,0,0,85,26
llama3_1_8b,C08,collective,reverse,history,1,R,rule,-1,-1,0,0,0,90,29
llama3_1_8b,C08,collective,reverse,history,2,C4,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,history,2,C3,commitment,-1,-1,0,0,0,85,26
llama3_1_8b,C08,collective,reverse,history,2,C2,commitment,-1,-1,0,0,0,80,26
llama3_1_8b,C08,collective,reverse,history,2,C1,commitment,-1,-1,0,0,0,85,26
llama3_1_8b,C08,collective,reverse,history,2,R,rule,-1,-1,0,0,0,90,29
llama3_1_8b,C08,collective,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,80,25
llama3_1_8b,C08,collective,reverse,no_history,1,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C08,collective,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C08,collective,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,80,25
llama3_1_8b,C08,collective,reverse,no_history,2,R,rule,-1,-1,0,0,0,80,32
llama3_1_8b,C09,collective,forward,history,1,C1,commitment,1,1,0,0,0,60,32
llama3_1_8b,C09,collective,forward,history,1,C2,commitment,1,1,0,0,0,55,32
llama3_1_8b,C09,collective,forward,history,1,C3,commitment,1,1,0,0,0,50,34
llama3_1_8b,C09,collective,forward,history,1,C4,commitment,1,1,0,0,0,55,32
llama3_1_8b,C09,collective,forward,history,2,C1,commitment,1,1,0,0,0,60,32
llama3_1_8b,C09,collective,forward,history,2,C2,commitment,1,1,0,0,0,55,32
llama3_1_8b,C09,collective,forward,history,2,C3,commitment,1,1,0,0,0,50,34
llama3_1_8b,C09,collective,forward,history,2,C4,commitment,1,1,0,0,0,55,32
llama3_1_8b,C09,collective,forward,no_history,1,C1,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,forward,no_history,1,C2,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,forward,no_history,1,C4,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,forward,no_history,2,C1,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,forward,no_history,2,C2,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,forward,no_history,2,C4,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,reverse,history,1,C4,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,reverse,history,1,C3,commitment,-1,-1,0,0,0,80,19
llama3_1_8b,C09,collective,reverse,history,1,C2,commitment,-1,-1,0,0,0,80,19
llama3_1_8b,C09,collective,reverse,history,1,C1,commitment,-1,-1,0,0,0,80,19
llama3_1_8b,C09,collective,reverse,history,1,R,rule,-1,-1,0,0,0,90,30
llama3_1_8b,C09,collective,reverse,history,2,C4,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,reverse,history,2,C3,commitment,-1,-1,0,0,0,80,19
llama3_1_8b,C09,collective,reverse,history,2,C2,commitment,-1,-1,0,0,0,80,19
llama3_1_8b,C09,collective,reverse,history,2,C1,commitment,-1,-1,0,0,0,80,19
llama3_1_8b,C09,collective,reverse,history,2,R,rule,-1,-1,0,0,0,90,30
llama3_1_8b,C09,collective,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C09,collective,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C10,collective,forward,history,1,R,rule,-2,-2,0,0,0,90,37
llama3_1_8b,C10,collective,forward,history,1,C1,commitment,-2,-2,0,0,0,95,20
llama3_1_8b,C10,collective,forward,history,1,C2,commitment,-2,-2,0,0,0,95,20
llama3_1_8b,C10,collective,forward,history,1,C3,commitment,-2,-2,0,0,0,95,20
llama3_1_8b,C10,collective,forward,history,1,C4,commitment,-2,-2,0,0,0,95,20
llama3_1_8b,C10,collective,forward,history,2,R,rule,-2,-2,0,0,0,90,37
llama3_1_8b,C10,collective,forward,history,2,C1,commitment,-2,-2,0,0,0,95,20
llama3_1_8b,C10,collective,forward,history,2,C2,commitment,-2,-2,0,0,0,95,20
llama3_1_8b,C10,collective,forward,history,2,C3,commitment,-2,-2,0,0,0,95,20
llama3_1_8b,C10,collective,forward,history,2,C4,commitment,-2,-2,0,0,0,95,20
llama3_1_8b,C10,collective,forward,no_history,1,R,rule,-2,-2,0,0,0,90,37
llama3_1_8b,C10,collective,forward,no_history,1,C1,commitment,-2,-2,0,0,0,100,23
llama3_1_8b,C10,collective,forward,no_history,1,C2,commitment,-2,-2,0,0,0,100,26
llama3_1_8b,C10,collective,forward,no_history,1,C3,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,forward,no_history,1,C4,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,forward,no_history,2,R,rule,-2,-2,0,0,0,90,37
llama3_1_8b,C10,collective,forward,no_history,2,C1,commitment,-2,-2,0,0,0,100,23
llama3_1_8b,C10,collective,forward,no_history,2,C2,commitment,-2,-2,0,0,0,100,26
llama3_1_8b,C10,collective,forward,no_history,2,C3,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,forward,no_history,2,C4,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,18
llama3_1_8b,C10,collective,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,23
llama3_1_8b,C10,collective,reverse,history,1,R,rule,-1,-2,1,1,1,80,29
llama3_1_8b,C10,collective,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,18
llama3_1_8b,C10,collective,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,23
llama3_1_8b,C10,collective,reverse,history,2,R,rule,-1,-2,1,1,1,80,29
llama3_1_8b,C10,collective,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,26
llama3_1_8b,C10,collective,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,100,23
llama3_1_8b,C10,collective,reverse,no_history,1,R,rule,-2,-2,0,0,0,90,37
llama3_1_8b,C10,collective,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,22
llama3_1_8b,C10,collective,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,100,26
llama3_1_8b,C10,collective,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,100,23
llama3_1_8b,C10,collective,reverse,no_history,2,R,rule,-2,-2,0,0,0,90,37
llama3_1_8b,C11,collective,forward,history,1,R,rule,-1,-1,0,0,0,80,34
llama3_1_8b,C11,collective,forward,history,1,C1,commitment,-1,-1,0,0,0,70,20
llama3_1_8b,C11,collective,forward,history,1,C2,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C11,collective,forward,history,1,C3,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C11,collective,forward,history,1,C4,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C11,collective,forward,history,2,R,rule,-1,-1,0,0,0,80,34
llama3_1_8b,C11,collective,forward,history,2,C1,commitment,-1,-1,0,0,0,70,20
llama3_1_8b,C11,collective,forward,history,2,C2,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C11,collective,forward,history,2,C3,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C11,collective,forward,history,2,C4,commitment,-1,-1,0,0,0,80,20
llama3_1_8b,C11,collective,forward,no_history,1,R,rule,-1,-1,0,0,0,80,34
llama3_1_8b,C11,collective,forward,no_history,2,R,rule,-1,-1,0,0,0,80,34
llama3_1_8b,C11,collective,reverse,history,1,C3,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C11,collective,reverse,history,1,C2,commitment,-1,-1,0,0,0,85,27
llama3_1_8b,C11,collective,reverse,history,1,C1,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C11,collective,reverse,history,1,R,rule,-1,-1,0,0,0,95,27
llama3_1_8b,C11,collective,reverse,history,2,C3,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C11,collective,reverse,history,2,C2,commitment,-1,-1,0,0,0,85,27
llama3_1_8b,C11,collective,reverse,history,2,C1,commitment,-1,-1,0,0,0,80,27
llama3_1_8b,C11,collective,reverse,history,2,R,rule,-1,-1,0,0,0,95,27
llama3_1_8b,C11,collective,reverse,no_history,1,R,rule,-1,-1,0,0,0,80,34
llama3_1_8b,C11,collective,reverse,no_history,2,R,rule,-1,-1,0,0,0,80,34
llama3_1_8b,C12,collective,forward,history,1,R,rule,-1,-1,0,0,0,80,46
llama3_1_8b,C12,collective,forward,history,1,C1,commitment,-1,-1,0,0,0,70,38
llama3_1_8b,C12,collective,forward,history,1,C2,commitment,-1,-1,0,0,0,80,38
llama3_1_8b,C12,collective,forward,history,1,C3,commitment,-1,-1,0,0,0,85,30
llama3_1_8b,C12,collective,forward,history,1,C4,commitment,-1,-1,0,0,0,78,29
llama3_1_8b,C12,collective,forward,history,2,R,rule,-1,-1,0,0,0,80,46
llama3_1_8b,C12,collective,forward,history,2,C1,commitment,-1,-1,0,0,0,70,38
llama3_1_8b,C12,collective,forward,history,2,C2,commitment,-1,-1,0,0,0,80,38
llama3_1_8b,C12,collective,forward,history,2,C3,commitment,-1,-1,0,0,0,85,30
llama3_1_8b,C12,collective,forward,history,2,C4,commitment,-1,-1,0,0,0,78,29
llama3_1_8b,C12,collective,forward,no_history,1,R,rule,-1,-1,0,0,0,80,46
llama3_1_8b,C12,collective,forward,no_history,1,C1,commitment,-2,-1,-1,1,-1,90,17
llama3_1_8b,C12,collective,forward,no_history,1,C2,commitment,-2,-1,-1,1,0,90,16
llama3_1_8b,C12,collective,forward,no_history,1,C3,commitment,-2,-1,-1,1,0,90,16
llama3_1_8b,C12,collective,forward,no_history,1,C4,commitment,-2,-1,-1,1,0,90,18
llama3_1_8b,C12,collective,forward,no_history,2,R,rule,-1,-1,0,0,0,80,46
llama3_1_8b,C12,collective,forward,no_history,2,C1,commitment,-2,-1,-1,1,-1,90,17
llama3_1_8b,C12,collective,forward,no_history,2,C2,commitment,-2,-1,-1,1,0,90,16
llama3_1_8b,C12,collective,forward,no_history,2,C3,commitment,-2,-1,-1,1,0,90,16
llama3_1_8b,C12,collective,forward,no_history,2,C4,commitment,-2,-1,-1,1,0,90,18
llama3_1_8b,C12,collective,reverse,history,1,C4,commitment,-2,-2,0,0,0,90,18
llama3_1_8b,C12,collective,reverse,history,1,C3,commitment,-1,-2,1,1,1,80,32
llama3_1_8b,C12,collective,reverse,history,1,C2,commitment,-1,-2,1,1,0,85,26
llama3_1_8b,C12,collective,reverse,history,1,C1,commitment,-1,-2,1,1,0,78,26
llama3_1_8b,C12,collective,reverse,history,1,R,rule,-1,-2,1,1,0,92,26
llama3_1_8b,C12,collective,reverse,history,2,C4,commitment,-2,-2,0,0,0,90,18
llama3_1_8b,C12,collective,reverse,history,2,C3,commitment,-1,-2,1,1,1,80,32
llama3_1_8b,C12,collective,reverse,history,2,C2,commitment,-1,-2,1,1,0,85,26
llama3_1_8b,C12,collective,reverse,history,2,C1,commitment,-1,-2,1,1,0,78,26
llama3_1_8b,C12,collective,reverse,history,2,R,rule,-1,-2,1,1,0,92,26
llama3_1_8b,C12,collective,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,90,18
llama3_1_8b,C12,collective,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,90,16
llama3_1_8b,C12,collective,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,90,16
llama3_1_8b,C12,collective,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,90,17
llama3_1_8b,C12,collective,reverse,no_history,1,R,rule,-1,-2,1,1,1,80,46
llama3_1_8b,C12,collective,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,90,18
llama3_1_8b,C12,collective,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,90,16
llama3_1_8b,C12,collective,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,90,16
llama3_1_8b,C12,collective,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,90,17
llama3_1_8b,C12,collective,reverse,no_history,2,R,rule,-1,-2,1,1,1,80,46
llama3_1_8b,D01,deception,forward,history,1,R,rule,-1,-1,0,0,0,80,24
llama3_1_8b,D01,deception,forward,history,1,R,rule,-1,-1,0,0,0,80,24
llama3_1_8b,D01,deception,forward,history,1,C1,commitment,-1,-1,0,0,0,85,25
llama3_1_8b,D01,deception,forward,history,1,C1,commitment,-1,-1,0,0,0,85,25
llama3_1_8b,D01,deception,forward,history,1,C2,commitment,-1,-1,0,0,0,80,26
llama3_1_8b,D01,deception,forward,history,1,C2,commitment,-1,-1,0,0,0,80,26
llama3_1_8b,D01,deception,forward,history,1,C3,commitment,-1,-1,0,0,0,82,26
llama3_1_8b,D01,deception,forward,history,1,C3,commitment,-1,-1,0,0,0,82,26
llama3_1_8b,D01,deception,forward,history,1,C4,commitment,-1,-1,0,0,0,78,21
llama3_1_8b,D01,deception,forward,history,1,C4,commitment,-1,-1,0,0,0,78,21
llama3_1_8b,D01,deception,forward,history,2,R,rule,-1,-1,0,0,0,80,24
llama3_1_8b,D01,deception,forward,history,2,C1,commitment,-1,-1,0,0,0,85,25
llama3_1_8b,D01,deception,forward,history,2,C2,commitment,-1,-1,0,0,0,80,26
llama3_1_8b,D01,deception,forward,history,2,C3,commitment,-1,-1,0,0,0,82,26
llama3_1_8b,D01,deception,forward,history,2,C4,commitment,-1,-1,0,0,0,78,21
llama3_1_8b,D01,deception,forward,no_history,1,R,rule,-1,-1,0,0,0,80,24
llama3_1_8b,D01,deception,forward,no_history,1,R,rule,-1,-1,0,0,0,80,24
llama3_1_8b,D01,deception,forward,no_history,1,C1,commitment,-2,-1,-1,1,-1,90,27
llama3_1_8b,D01,deception,forward,no_history,1,C1,commitment,-2,-1,-1,1,0,90,27
llama3_1_8b,D01,deception,forward,no_history,1,C2,commitment,-2,-1,-1,1,0,100,30
llama3_1_8b,D01,deception,forward,no_history,1,C2,commitment,-2,-1,-1,1,0,100,30
llama3_1_8b,D01,deception,forward,no_history,1,C3,commitment,-2,-1,-1,1,0,100,26
llama3_1_8b,D01,deception,forward,no_history,1,C3,commitment,-2,-1,-1,1,0,100,26
llama3_1_8b,D01,deception,forward,no_history,1,C4,commitment,-2,-1,-1,1,0,100,28
llama3_1_8b,D01,deception,forward,no_history,1,C4,commitment,-2,-1,-1,1,0,100,28
llama3_1_8b,D01,deception,forward,no_history,2,R,rule,-1,-1,0,0,0,80,24
llama3_1_8b,D01,deception,forward,no_history,2,C1,commitment,-2,-1,-1,1,-1,90,27
llama3_1_8b,D01,deception,forward,no_history,2,C2,commitment,-2,-1,-1,1,0,100,30
llama3_1_8b,D01,deception,forward,no_history,2,C3,commitment,-2,-1,-1,1,0,100,26
llama3_1_8b,D01,deception,forward,no_history,2,C4,commitment,-2,-1,-1,1,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,23
llama3_1_8b,D01,deception,reverse,history,1,R,rule,-2,-2,0,0,0,100,23
llama3_1_8b,D01,deception,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,history,2,R,rule,-2,-2,0,0,0,100,23
llama3_1_8b,D01,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,26
llama3_1_8b,D01,deception,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,26
llama3_1_8b,D01,deception,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,30
llama3_1_8b,D01,deception,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,100,30
llama3_1_8b,D01,deception,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,90,27
llama3_1_8b,D01,deception,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,90,27
llama3_1_8b,D01,deception,reverse,no_history,1,R,rule,-1,-2,1,1,1,80,24
llama3_1_8b,D01,deception,reverse,no_history,1,R,rule,-1,-2,1,1,0,80,24
llama3_1_8b,D01,deception,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,28
llama3_1_8b,D01,deception,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,26
llama3_1_8b,D01,deception,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,100,30
llama3_1_8b,D01,deception,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,90,27
llama3_1_8b,D01,deception,reverse,no_history,2,R,rule,-1,-2,1,1,1,80,24
llama3_1_8b,D02,deception,forward,history,1,R,rule,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,forward,history,1,C1,commitment,-1,-1,0,0,0,85,28
llama3_1_8b,D02,deception,forward,history,1,C2,commitment,-1,-1,0,0,0,80,28
llama3_1_8b,D02,deception,forward,history,1,C3,commitment,-1,-1,0,0,0,85,28
llama3_1_8b,D02,deception,forward,history,1,C4,commitment,-1,-1,0,0,0,80,28
llama3_1_8b,D02,deception,forward,history,2,R,rule,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,forward,history,2,C1,commitment,-1,-1,0,0,0,85,28
llama3_1_8b,D02,deception,forward,history,2,C2,commitment,-1,-1,0,0,0,80,28
llama3_1_8b,D02,deception,forward,history,2,C3,commitment,-1,-1,0,0,0,85,28
llama3_1_8b,D02,deception,forward,history,2,C4,commitment,-1,-1,0,0,0,80,28
llama3_1_8b,D02,deception,forward,no_history,1,R,rule,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,forward,no_history,1,C1,commitment,-1,-1,0,0,0,80,38
llama3_1_8b,D02,deception,forward,no_history,1,C2,commitment,-1,-1,0,0,0,80,35
llama3_1_8b,D02,deception,forward,no_history,1,C3,commitment,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,forward,no_history,1,C4,commitment,-1,-1,0,0,0,80,40
llama3_1_8b,D02,deception,forward,no_history,2,R,rule,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,forward,no_history,2,C1,commitment,-1,-1,0,0,0,80,38
llama3_1_8b,D02,deception,forward,no_history,2,C2,commitment,-1,-1,0,0,0,80,35
llama3_1_8b,D02,deception,forward,no_history,2,C3,commitment,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,forward,no_history,2,C4,commitment,-1,-1,0,0,0,80,40
llama3_1_8b,D02,deception,reverse,history,1,C4,commitment,-1,-1,0,0,0,80,40
llama3_1_8b,D02,deception,reverse,history,1,C3,commitment,-1,-1,0,0,0,70,33
llama3_1_8b,D02,deception,reverse,history,1,C2,commitment,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,reverse,history,1,C1,commitment,-1,-1,0,0,0,85,33
llama3_1_8b,D02,deception,reverse,history,1,R,rule,-1,-1,0,0,0,90,25
llama3_1_8b,D02,deception,reverse,history,2,C4,commitment,-1,-1,0,0,0,80,40
llama3_1_8b,D02,deception,reverse,history,2,C3,commitment,-1,-1,0,0,0,70,33
llama3_1_8b,D02,deception,reverse,history,2,C2,commitment,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,reverse,history,2,C1,commitment,-1,-1,0,0,0,85,33
llama3_1_8b,D02,deception,reverse,history,2,R,rule,-1,-1,0,0,0,90,25
llama3_1_8b,D02,deception,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,80,40
llama3_1_8b,D02,deception,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,80,35
llama3_1_8b,D02,deception,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,80,38
llama3_1_8b,D02,deception,reverse,no_history,1,R,rule,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,80,40
llama3_1_8b,D02,deception,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,80,33
llama3_1_8b,D02,deception,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,80,35
llama3_1_8b,D02,deception,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,80,38
llama3_1_8b,D02,deception,reverse,no_history,2,R,rule,-1,-1,0,0,0,80,33
llama3_1_8b,D03,deception,forward,history,1,R,rule,-2,-2,0,0,0,90,26
llama3_1_8b,D03,deception,forward,history,1,C1,commitment,-2,-2,0,0,0,95,24
llama3_1_8b,D03,deception,forward,history,1,C2,commitment,-2,-2,0,0,0,92,24
